-2.994999980362715863e+00 -6.804096004667662179e+00
-2.984999986020300256e+00 -6.791017134432408398e+00
-2.975000010322699229e+00 -6.779887569036840311e+00
-2.965000005617843382e+00 -6.770057966053648180e+00
-2.955000005975953137e+00 -6.727226079794936808e+00
-2.945000005996770920e+00 -6.716694428373346071e+00
-2.935000005175247839e+00 -6.710852812217735774e+00
-2.925000010025850639e+00 -6.696799599656406699e+00
-2.915000000230814958e+00 -6.648199346316080671e+00
-2.905000004107824552e+00 -6.641680020800923678e+00
-2.894999993526235382e+00 -6.623783803141656712e+00
-2.884999992818994663e+00 -6.585356506996621562e+00
-2.875000010474788148e+00 -6.585022309106077998e+00
-2.865000011644851519e+00 -6.547289424440476679e+00
-2.854999987887729684e+00 -6.535804289418657653e+00
-2.844999987389967622e+00 -6.511163025512730407e+00
-2.834999992413158587e+00 -6.505562761132624772e+00
-2.824999987256054723e+00 -6.491600629332057615e+00
-2.814999989131069746e+00 -6.456424228145535515e+00
-2.804999991714149044e+00 -6.424115336783502883e+00
-2.794999997478075482e+00 -6.395553592975745438e+00
-2.784999992905421884e+00 -6.388484767825532096e+00
-2.775000004688175537e+00 -6.366527201497309107e+00
-2.764999996753384259e+00 -6.353004115683721587e+00
-2.755000003448490720e+00 -6.338182971539634281e+00
-2.745000003652485088e+00 -6.319116479027981903e+00
-2.735000000346571536e+00 -6.288863586459241262e+00
-2.724999997576766475e+00 -6.278020257138476445e+00
-2.715000002972076221e+00 -6.271966699406918977e+00
-2.705000007951886776e+00 -6.230027854272282894e+00
-2.694999992185314941e+00 -6.209007181988079438e+00
-2.684999990708130557e+00 -6.195174978355733053e+00
-2.675000008185912215e+00 -6.170306013606638551e+00
-2.665000004764611852e+00 -6.154029898008116284e+00
-2.655000001884996408e+00 -6.137506487786754228e+00
-2.645000001456133454e+00 -6.119753881181415167e+00
-2.635000009364410367e+00 -6.096688579283087606e+00
-2.625000001036878139e+00 -6.074889928203115019e+00
-2.614999999119891783e+00 -6.060776023220191711e+00
-2.605000000926183557e+00 -6.033103359334990756e+00
-2.595000000948468610e+00 -6.025115683149663504e+00
-2.584999993847639566e+00 -5.987242768742234489e+00
-2.574999993438196633e+00 -5.985727214155877718e+00
-2.565000001288497256e+00 -5.958918934200648110e+00
-2.554999995110077027e+00 -5.939902467201711111e+00
-2.544999995049883612e+00 -5.920850603382207922e+00
-2.535000002084244031e+00 -5.904303362042835346e+00
-2.525000002752064265e+00 -5.879882581058213376e+00
-2.515000001878747060e+00 -5.853991722024843192e+00
-2.504999995432654281e+00 -5.833447134643208187e+00
