-2.995000000000000107e+00 2.020810799999999963e-01 4.809733000000000064e-02
-2.895000000000000018e+00 1.303349000000000035e-01 4.627005599999999691e-02
-2.794999999999999929e+00 3.842102700000000343e-02 4.516853900000000060e-02
-2.694999999999999840e+00 -6.852216399999999652e-02 4.596551299999999951e-02
-2.595000000000000195e+00 -1.795140299999999911e-01 5.308693500000000176e-02
-2.495000000000000107e+00 -2.794476300000000024e-01 6.092303200000000196e-02
-2.395000000000000018e+00 -3.696922200000000158e-01 6.246699700000000327e-02
-2.294999999999999929e+00 -4.687721499999999986e-01 5.922739300000000318e-02
-2.194999999999999840e+00 -5.812397700000000444e-01 5.535720300000000066e-02
-2.095000000000000195e+00 -6.892210100000000228e-01 5.356538999999999745e-02
-1.995000000000000107e+00 -7.758110900000000365e-01 5.040852900000000053e-02
-1.895000000000000018e+00 -8.498082500000000428e-01 4.466461800000000315e-02
-1.794999999999999929e+00 -9.328742100000000370e-01 4.027760500000000105e-02
-1.695000000000000062e+00 -1.027665599999999957e+00 3.853531400000000107e-02
-1.594999999999999973e+00 -1.118237600000000054e+00 3.389959199999999923e-02
-1.495000000000000107e+00 -1.197364300000000048e+00 2.406578100000000137e-02
-1.395000000000000018e+00 -1.273576700000000006e+00 1.767022000000000037e-02
-1.294999999999999929e+00 -1.353292799999999962e+00 2.191614399999999852e-02
-1.195000000000000062e+00 -1.433791000000000038e+00 3.728286599999999784e-02
-1.094999999999999973e+00 -1.514823699999999995e+00 5.816493799999999936e-02
